"P,I,D, FIR(1+n) for n in range(50)",taud (s):0.00025,FIR sampling (s):4.9999999999999996e-05
0.631836183405
13.6647974569
0.00148457193356
-11.2867678868
17.1376874271
-18.3678572562
19.5635825576
-15.974724423
11.2507240049
-7.10418061184
8.23361166625
-7.63638133855
5.03557802795
-2.6765560389
2.35659500857
-0.0139979158804
-2.50243049158
2.15362283544
-0.358162884793
1.81895162397
-4.50147325092
4.70328360813
-3.71190299225
4.8395665818
-6.0463286586
5.03257035358
-4.10306664805
5.56426847198
-6.76894666354
5.70725147539
-4.69357466246
5.46586823817
-5.95856569663
5.03269498309
-4.54694022051
5.16194736786
-5.09199280895
3.99516772741
-3.55441137488
3.98155488922
-3.85879789807
3.0596111345
-2.65924225869
2.63415826681
-2.23171500124
1.63874643848
-1.44754928697
1.40708574313
-1.05771133611
0.594485909471
-0.373072378935
0.269629822775
-0.111894179186
