"P,I,D, FIR(1+n) for n in range(20)",taud (s):0.00025,FIR sampling (s):4.9999999999999996e-05
0.000119707847918
18.8734618247
8.21413567796e-06
-0.0349878602603
0.0346339306289
-0.0123118585646
0.0028822807433
-9.12824732486e-05
-0.000935791882279
0.0157743557413
-0.0187571045681
0.0151633436753
-0.00203560761004
-0.00385200400653
0.00195113802862
0.00505856328692
-0.00579457248329
0.00373976147351
-0.00353614768509
0.00748786426652
-0.00798316575403
0.00401911686113
-0.000424959417988
